일자,지역,성별,연령,분야,건수
2025-06,서울특별시,남성,60,수자원,213
2025-06,서울특별시,남성,60,외무통일,13
2025-06,서울특별시,남성,60,우정,7
2025-06,서울특별시,남성,60,재정,67
2025-06,서울특별시,남성,60,주택_건축,231
2025-06,서울특별시,남성,60,체육,11
2025-06,서울특별시,남성,60,해양수산,15
2025-06,서울특별시,남성,60,행정_안전,193
2025-06,서울특별시,남성,60,환경,35
2025-06,서울특별시,남성,70,경찰_검찰_법원,220
2025-06,서울특별시,남성,70,과학기술,4
2025-06,서울특별시,남성,70,관광,7
2025-06,서울특별시,남성,70,교육,3
2025-06,서울특별시,남성,70,교통,18
2025-06,서울특별시,남성,70,국방,16
2025-06,서울특별시,남성,70,기타,8
2025-06,서울특별시,남성,70,노동,12
2025-06,서울특별시,남성,70,농림_축산,7
2025-06,서울특별시,남성,70,도로,10
2025-06,서울특별시,남성,70,도시,11
2025-06,서울특별시,남성,70,문화,3
2025-06,서울특별시,남성,70,방송통신,4
2025-06,서울특별시,남성,70,보건,8
2025-06,서울특별시,남성,70,복지,2
2025-06,서울특별시,남성,70,산업_통상,26
2025-06,서울특별시,남성,70,세무,14
2025-06,서울특별시,남성,70,수자원,7
2025-06,서울특별시,남성,70,외무통일,9
2025-06,서울특별시,남성,70,우정,1
2025-06,서울특별시,남성,70,재정,42
2025-06,서울특별시,남성,70,주택_건축,68
2025-06,서울특별시,남성,70,체육,2
2025-06,서울특별시,남성,70,해양수산,1
2025-06,서울특별시,남성,70,행정_안전,62
2025-06,서울특별시,남성,70,환경,8
2025-06,서울특별시,남성,80,경찰_검찰_법원,7
2025-06,서울특별시,남성,80,교통,3
2025-06,서울특별시,남성,80,노동,1
2025-06,서울특별시,남성,80,도로,1
2025-06,서울특별시,남성,80,방송통신,3
2025-06,서울특별시,남성,80,보건,1
2025-06,서울특별시,남성,80,복지,2
2025-06,서울특별시,남성,80,산업_통상,1
2025-06,서울특별시,남성,80,세무,1
2025-06,서울특별시,남성,80,외무통일,1
2025-06,서울특별시,남성,80,재정,3
2025-06,서울특별시,남성,80,주택_건축,2
2025-06,서울특별시,남성,80,행정_안전,4
2025-06,서울특별시,남성,90,복지,1
2025-06,서울특별시,여성,10,경찰_검찰_법원,18
2025-06,서울특별시,여성,10,과학기술,1
2025-06,서울특별시,여성,10,교육,30
2025-06,서울특별시,여성,10,교통,17
2025-06,서울특별시,여성,10,국방,6
2025-06,서울특별시,여성,10,기타,3
2025-06,서울특별시,여성,10,노동,1
2025-06,서울특별시,여성,10,농림_축산,3
2025-06,서울특별시,여성,10,문화,2
2025-06,서울특별시,여성,10,방송통신,5
2025-06,서울특별시,여성,10,보건,10
2025-06,서울특별시,여성,10,복지,5
2025-06,서울특별시,여성,10,산업_통상,3
2025-06,서울특별시,여성,10,수자원,1
2025-06,서울특별시,여성,10,우정,1
2025-06,서울특별시,여성,10,주택_건축,1
2025-06,서울특별시,여성,10,체육,2
2025-06,서울특별시,여성,10,행정_안전,4
2025-06,서울특별시,여성,10,환경,1
2025-06,서울특별시,여성,20,경찰_검찰_법원,177
2025-06,서울특별시,여성,20,과학기술,24
2025-06,서울특별시,여성,20,관광,8
2025-06,서울특별시,여성,20,교육,51
2025-06,서울특별시,여성,20,교통,96
2025-06,서울특별시,여성,20,국방,65
2025-06,서울특별시,여성,20,기타,31
2025-06,서울특별시,여성,20,노동,88
2025-06,서울특별시,여성,20,농림_축산,18
2025-06,서울특별시,여성,20,도로,24
2025-06,서울특별시,여성,20,도시,5
2025-06,서울특별시,여성,20,문화,41
2025-06,서울특별시,여성,20,방송통신,62
2025-06,서울특별시,여성,20,보건,116
2025-06,서울특별시,여성,20,복지,25
2025-06,서울특별시,여성,20,산업_통상,102
2025-06,서울특별시,여성,20,세무,17
2025-06,서울특별시,여성,20,수자원,4
2025-06,서울특별시,여성,20,외무통일,8
2025-06,서울특별시,여성,20,우정,3
2025-06,서울특별시,여성,20,재정,28
2025-06,서울특별시,여성,20,주택_건축,45
2025-06,서울특별시,여성,20,체육,9
2025-06,서울특별시,여성,20,해양수산,2
2025-06,서울특별시,여성,20,행정_안전,127
2025-06,서울특별시,여성,20,환경,51
2025-06,서울특별시,여성,30,경찰_검찰_법원,535
2025-06,서울특별시,여성,30,과학기술,53
2025-06,서울특별시,여성,30,관광,12
2025-06,서울특별시,여성,30,교육,89
2025-06,서울특별시,여성,30,교통,236
2025-06,서울특별시,여성,30,국방,84
2025-06,서울특별시,여성,30,기타,205
2025-06,서울특별시,여성,30,노동,159
2025-06,서울특별시,여성,30,농림_축산,42
2025-06,서울특별시,여성,30,도로,65
2025-06,서울특별시,여성,30,도시,19
2025-06,서울특별시,여성,30,문화,66
2025-06,서울특별시,여성,30,방송통신,71
2025-06,서울특별시,여성,30,보건,345
2025-06,서울특별시,여성,30,복지,37
2025-06,서울특별시,여성,30,산업_통상,194
2025-06,서울특별시,여성,30,세무,44
2025-06,서울특별시,여성,30,수자원,9
2025-06,서울특별시,여성,30,외무통일,23
2025-06,서울특별시,여성,30,우정,12
2025-06,서울특별시,여성,30,재정,72
2025-06,서울특별시,여성,30,주택_건축,101
2025-06,서울특별시,여성,30,체육,17
2025-06,서울특별시,여성,30,해양수산,8
2025-06,서울특별시,여성,30,행정_안전,233
2025-06,서울특별시,여성,30,환경,63
2025-06,서울특별시,여성,40,경찰_검찰_법원,794
2025-06,서울특별시,여성,40,과학기술,49
2025-06,서울특별시,여성,40,관광,16
2025-06,서울특별시,여성,40,교육,180
2025-06,서울특별시,여성,40,교통,1019
2025-06,서울특별시,여성,40,국방,31
2025-06,서울특별시,여성,40,기타,86
2025-06,서울특별시,여성,40,노동,126
2025-06,서울특별시,여성,40,농림_축산,23
2025-06,서울특별시,여성,40,도로,64
2025-06,서울특별시,여성,40,도시,14
2025-06,서울특별시,여성,40,문화,85
2025-06,서울특별시,여성,40,방송통신,100
2025-06,서울특별시,여성,40,보건,175
2025-06,서울특별시,여성,40,복지,42
2025-06,서울특별시,여성,40,산업_통상,183
2025-06,서울특별시,여성,40,세무,133
2025-06,서울특별시,여성,40,수자원,23
2025-06,서울특별시,여성,40,외무통일,16
2025-06,서울특별시,여성,40,우정,7
2025-06,서울특별시,여성,40,재정,171
2025-06,서울특별시,여성,40,주택_건축,234
2025-06,서울특별시,여성,40,체육,23
2025-06,서울특별시,여성,40,해양수산,5
2025-06,서울특별시,여성,40,행정_안전,713
2025-06,서울특별시,여성,40,환경,146
2025-06,서울특별시,여성,50,경찰_검찰_법원,178
2025-06,서울특별시,여성,50,과학기술,32
2025-06,서울특별시,여성,50,관광,10
2025-06,서울특별시,여성,50,교육,151
2025-06,서울특별시,여성,50,교통,435
2025-06,서울특별시,여성,50,국방,24
2025-06,서울특별시,여성,50,기타,78
2025-06,서울특별시,여성,50,노동,56
2025-06,서울특별시,여성,50,농림_축산,8
2025-06,서울특별시,여성,50,도로,72
2025-06,서울특별시,여성,50,도시,29
2025-06,서울특별시,여성,50,문화,59
2025-06,서울특별시,여성,50,방송통신,26
2025-06,서울특별시,여성,50,보건,128
2025-06,서울특별시,여성,50,복지,56
2025-06,서울특별시,여성,50,산업_통상,103
2025-06,서울특별시,여성,50,세무,26
2025-06,서울특별시,여성,50,수자원,22
2025-06,서울특별시,여성,50,외무통일,12
2025-06,서울특별시,여성,50,우정,4
2025-06,서울특별시,여성,50,재정,58
2025-06,서울특별시,여성,50,주택_건축,287
2025-06,서울특별시,여성,50,체육,25
2025-06,서울특별시,여성,50,해양수산,6
2025-06,서울특별시,여성,50,행정_안전,235
2025-06,서울특별시,여성,50,환경,193
2025-06,서울특별시,여성,60,경찰_검찰_법원,556
2025-06,서울특별시,여성,60,과학기술,16
2025-06,서울특별시,여성,60,관광,2
2025-06,서울특별시,여성,60,교육,12
2025-06,서울특별시,여성,60,교통,167
2025-06,서울특별시,여성,60,국방,9
2025-06,서울특별시,여성,60,기타,22
2025-06,서울특별시,여성,60,노동,13
2025-06,서울특별시,여성,60,도로,19
2025-06,서울특별시,여성,60,도시,6
2025-06,서울특별시,여성,60,문화,27
2025-06,서울특별시,여성,60,방송통신,23
2025-06,서울특별시,여성,60,보건,31
2025-06,서울특별시,여성,60,복지,9
2025-06,서울특별시,여성,60,산업_통상,75
2025-06,서울특별시,여성,60,세무,182
2025-06,서울특별시,여성,60,수자원,8
2025-06,서울특별시,여성,60,외무통일,9
2025-06,서울특별시,여성,60,우정,4
2025-06,서울특별시,여성,60,재정,404
2025-06,서울특별시,여성,60,주택_건축,105
2025-06,서울특별시,여성,60,체육,4
2025-06,서울특별시,여성,60,해양수산,2
2025-06,서울특별시,여성,60,행정_안전,1961
2025-06,서울특별시,여성,60,환경,28
2025-06,서울특별시,여성,70,경찰_검찰_법원,2
2025-06,서울특별시,여성,70,관광,1
2025-06,서울특별시,여성,70,교육,1
2025-06,서울특별시,여성,70,교통,26
2025-06,서울특별시,여성,70,국방,2
2025-06,서울특별시,여성,70,기타,1
2025-06,서울특별시,여성,70,노동,1
2025-06,서울특별시,여성,70,농림_축산,2
2025-06,서울특별시,여성,70,도로,4
2025-06,서울특별시,여성,70,도시,8
2025-06,서울특별시,여성,70,문화,7
2025-06,서울특별시,여성,70,방송통신,20
2025-06,서울특별시,여성,70,보건,2
2025-06,서울특별시,여성,70,복지,4
2025-06,서울특별시,여성,70,산업_통상,10
2025-06,서울특별시,여성,70,수자원,2
2025-06,서울특별시,여성,70,재정,4
2025-06,서울특별시,여성,70,주택_건축,27
2025-06,서울특별시,여성,70,행정_안전,9
2025-06,서울특별시,여성,70,환경,3
2025-06,서울특별시,여성,80,교통,14
2025-06,서울특별시,여성,80,국방,1
2025-06,서울특별시,여성,80,문화,9
2025-06,서울특별시,여성,80,방송통신,1
2025-06,서울특별시,여성,80,보건,1
2025-06,서울특별시,여성,80,산업_통상,14
2025-06,서울특별시,여성,80,외무통일,1
2025-06,서울특별시,여성,80,주택_건축,8
2025-06,서울특별시,여성,80,행정_안전,6
2025-06,서울특별시,여성,80,환경,2
2025-05,부산광역시,남성,10,경찰_검찰_법원,4
2025-05,부산광역시,남성,10,과학기술,1
2025-05,부산광역시,남성,10,교육,57
2025-05,부산광역시,남성,10,교통,15
2025-05,부산광역시,남성,10,기타,2
2025-05,부산광역시,남성,10,노동,2
2025-05,부산광역시,남성,10,도로,1
2025-05,부산광역시,남성,10,문화,2
2025-05,부산광역시,남성,10,방송통신,1
2025-05,부산광역시,남성,10,보건,3
2025-05,부산광역시,남성,10,복지,1
2025-05,부산광역시,남성,10,산업_통상,2
2025-05,부산광역시,남성,10,세무,1
2025-05,부산광역시,남성,10,외무통일,1
2025-05,부산광역시,남성,10,우정,1
2025-05,부산광역시,남성,10,체육,2
2025-05,부산광역시,남성,10,행정_안전,2
2025-05,부산광역시,남성,20,경찰_검찰_법원,54
2025-05,부산광역시,남성,20,과학기술,11
2025-05,부산광역시,남성,20,관광,12
2025-05,부산광역시,남성,20,교육,18
2025-05,부산광역시,남성,20,교통,147
2025-05,부산광역시,남성,20,국방,77
2025-05,부산광역시,남성,20,기타,74
2025-05,부산광역시,남성,20,노동,40
2025-05,부산광역시,남성,20,농림_축산,3
2025-05,부산광역시,남성,20,도로,24
2025-05,부산광역시,남성,20,도시,5
2025-05,부산광역시,남성,20,문화,20
2025-05,부산광역시,남성,20,방송통신,17
2025-05,부산광역시,남성,20,보건,32
2025-05,부산광역시,남성,20,복지,12
2025-05,부산광역시,남성,20,산업_통상,45
2025-05,부산광역시,남성,20,세무,23
2025-05,부산광역시,남성,20,수자원,4
2025-05,부산광역시,남성,20,외무통일,6
2025-05,부산광역시,남성,20,우정,8
2025-05,부산광역시,남성,20,재정,80
2025-05,부산광역시,남성,20,주택_건축,15
2025-05,부산광역시,남성,20,체육,6
2025-05,부산광역시,남성,20,해양수산,6
2025-05,부산광역시,남성,20,행정_안전,86
2025-05,부산광역시,남성,20,환경,28
2025-05,부산광역시,남성,30,경찰_검찰_법원,124
2025-05,부산광역시,남성,30,과학기술,36
2025-05,부산광역시,남성,30,관광,13
2025-05,부산광역시,남성,30,교육,26
2025-05,부산광역시,남성,30,교통,288
2025-05,부산광역시,남성,30,국방,25
2025-05,부산광역시,남성,30,기타,58
2025-05,부산광역시,남성,30,노동,67
2025-05,부산광역시,남성,30,농림_축산,23
2025-05,부산광역시,남성,30,도로,68
2025-05,부산광역시,남성,30,도시,24
2025-05,부산광역시,남성,30,문화,44
2025-05,부산광역시,남성,30,방송통신,48
2025-05,부산광역시,남성,30,보건,92
2025-05,부산광역시,남성,30,복지,30
2025-05,부산광역시,남성,30,산업_통상,95
2025-05,부산광역시,남성,30,세무,35
2025-05,부산광역시,남성,30,수자원,38
2025-05,부산광역시,남성,30,외무통일,14
2025-05,부산광역시,남성,30,우정,7
2025-05,부산광역시,남성,30,재정,39
2025-05,부산광역시,남성,30,주택_건축,80
2025-05,부산광역시,남성,30,체육,15
2025-05,부산광역시,남성,30,해양수산,25
2025-05,부산광역시,남성,30,행정_안전,224
2025-05,부산광역시,남성,30,환경,68
2025-05,부산광역시,남성,40,경찰_검찰_법원,431
2025-05,부산광역시,남성,40,과학기술,30
2025-05,부산광역시,남성,40,관광,16
2025-05,부산광역시,남성,40,교육,63
2025-05,부산광역시,남성,40,교통,240
2025-05,부산광역시,남성,40,국방,17
2025-05,부산광역시,남성,40,기타,39
2025-05,부산광역시,남성,40,노동,28
2025-05,부산광역시,남성,40,농림_축산,10
2025-05,부산광역시,남성,40,도로,75
2025-05,부산광역시,남성,40,도시,21
2025-05,부산광역시,남성,40,문화,29
2025-05,부산광역시,남성,40,방송통신,34
2025-05,부산광역시,남성,40,보건,66
2025-05,부산광역시,남성,40,복지,23
2025-05,부산광역시,남성,40,산업_통상,92
2025-05,부산광역시,남성,40,세무,21
2025-05,부산광역시,남성,40,수자원,24
2025-05,부산광역시,남성,40,외무통일,7
2025-05,부산광역시,남성,40,우정,6
2025-05,부산광역시,남성,40,재정,38
2025-05,부산광역시,남성,40,주택_건축,130
2025-05,부산광역시,남성,40,체육,16
2025-05,부산광역시,남성,40,해양수산,14
2025-05,부산광역시,남성,40,행정_안전,143
2025-05,부산광역시,남성,40,환경,76
2025-05,부산광역시,남성,50,경찰_검찰_법원,427
2025-05,부산광역시,남성,50,과학기술,12
2025-05,부산광역시,남성,50,관광,13
2025-05,부산광역시,남성,50,교육,9
2025-05,부산광역시,남성,50,교통,124
2025-05,부산광역시,남성,50,국방,23
2025-05,부산광역시,남성,50,기타,44
2025-05,부산광역시,남성,50,노동,17
2025-05,부산광역시,남성,50,농림_축산,7
2025-05,부산광역시,남성,50,도로,65
2025-05,부산광역시,남성,50,도시,15
2025-05,부산광역시,남성,50,문화,31
2025-05,부산광역시,남성,50,방송통신,16
2025-05,부산광역시,남성,50,보건,32
2025-05,부산광역시,남성,50,복지,9
2025-05,부산광역시,남성,50,산업_통상,57
2025-05,부산광역시,남성,50,세무,11
2025-05,부산광역시,남성,50,수자원,15
2025-05,부산광역시,남성,50,외무통일,5
2025-05,부산광역시,남성,50,우정,3
2025-05,부산광역시,남성,50,재정,35
2025-05,부산광역시,남성,50,주택_건축,472
2025-05,부산광역시,남성,50,체육,17
2025-05,부산광역시,남성,50,해양수산,19
2025-05,부산광역시,남성,50,행정_안전,97
2025-05,부산광역시,남성,50,환경,36
2025-05,부산광역시,남성,60,경찰_검찰_법원,490
2025-05,부산광역시,남성,60,과학기술,7
2025-05,부산광역시,남성,60,관광,9
2025-05,부산광역시,남성,60,교육,9
2025-05,부산광역시,남성,60,교통,62
2025-05,부산광역시,남성,60,국방,6
2025-05,부산광역시,남성,60,기타,9
2025-05,부산광역시,남성,60,노동,12
2025-05,부산광역시,남성,60,농림_축산,10
2025-05,부산광역시,남성,60,도로,57
2025-05,부산광역시,남성,60,도시,20
2025-05,부산광역시,남성,60,문화,10
2025-05,부산광역시,남성,60,방송통신,7
2025-05,부산광역시,남성,60,보건,15
2025-05,부산광역시,남성,60,복지,1
2025-05,부산광역시,남성,60,산업_통상,20
2025-05,부산광역시,남성,60,세무,10
2025-05,부산광역시,남성,60,수자원,13
2025-05,부산광역시,남성,60,외무통일,2
2025-05,부산광역시,남성,60,우정,2
2025-05,부산광역시,남성,60,재정,8
2025-05,부산광역시,남성,60,주택_건축,130
2025-05,부산광역시,남성,60,체육,7
2025-05,부산광역시,남성,60,해양수산,17
2025-05,부산광역시,남성,60,행정_안전,412
2025-05,부산광역시,남성,60,환경,31
2025-05,부산광역시,남성,70,경찰_검찰_법원,14
2025-05,부산광역시,남성,70,과학기술,1
2025-05,부산광역시,남성,70,관광,1
2025-05,부산광역시,남성,70,교통,18
2025-05,부산광역시,남성,70,국방,5
2025-05,부산광역시,남성,70,기타,3
2025-05,부산광역시,남성,70,노동,2
2025-05,부산광역시,남성,70,농림_축산,2
2025-05,부산광역시,남성,70,도로,27
2025-05,부산광역시,남성,70,도시,4
2025-05,부산광역시,남성,70,문화,2
2025-05,부산광역시,남성,70,방송통신,5
2025-05,부산광역시,남성,70,보건,4
2025-05,부산광역시,남성,70,복지,1
2025-05,부산광역시,남성,70,산업_통상,2
2025-05,부산광역시,남성,70,세무,2
2025-05,부산광역시,남성,70,수자원,4
2025-05,부산광역시,남성,70,재정,6
2025-05,부산광역시,남성,70,주택_건축,10
2025-05,부산광역시,남성,70,체육,1
2025-05,부산광역시,남성,70,행정_안전,6
2025-05,부산광역시,남성,70,환경,12
2025-05,부산광역시,남성,80,경찰_검찰_법원,7
2025-05,부산광역시,남성,80,과학기술,1
2025-05,부산광역시,남성,80,교통,1
2025-05,부산광역시,남성,80,국방,1
2025-05,부산광역시,남성,80,도로,1
2025-05,부산광역시,남성,80,복지,1
2025-05,부산광역시,남성,80,행정_안전,1
2025-05,부산광역시,여성,10,경찰_검찰_법원,2
2025-05,부산광역시,여성,10,과학기술,1
2025-05,부산광역시,여성,10,관광,1
2025-05,부산광역시,여성,10,교육,19
2025-05,부산광역시,여성,10,교통,7
2025-05,부산광역시,여성,10,기타,2
2025-05,부산광역시,여성,10,노동,1
2025-05,부산광역시,여성,10,농림_축산,1
2025-05,부산광역시,여성,10,보건,3
2025-05,부산광역시,여성,10,세무,1
2025-05,부산광역시,여성,10,수자원,1
2025-05,부산광역시,여성,10,체육,3
2025-05,부산광역시,여성,10,행정_안전,1
2025-05,부산광역시,여성,10,환경,1
2025-05,부산광역시,여성,20,경찰_검찰_법원,46
2025-05,부산광역시,여성,20,과학기술,8
2025-05,부산광역시,여성,20,관광,5
2025-05,부산광역시,여성,20,교육,39
2025-05,부산광역시,여성,20,교통,56
2025-05,부산광역시,여성,20,국방,6
2025-05,부산광역시,여성,20,기타,5
2025-05,부산광역시,여성,20,노동,16
2025-05,부산광역시,여성,20,농림_축산,2
2025-05,부산광역시,여성,20,도로,14
2025-05,부산광역시,여성,20,도시,1
2025-05,부산광역시,여성,20,문화,14
2025-05,부산광역시,여성,20,방송통신,38
2025-05,부산광역시,여성,20,보건,43
2025-05,부산광역시,여성,20,복지,5
2025-05,부산광역시,여성,20,산업_통상,29
2025-05,부산광역시,여성,20,세무,6
2025-05,부산광역시,여성,20,수자원,1
2025-05,부산광역시,여성,20,외무통일,5
2025-05,부산광역시,여성,20,우정,3
2025-05,부산광역시,여성,20,재정,7
2025-05,부산광역시,여성,20,주택_건축,11
2025-05,부산광역시,여성,20,체육,4
2025-05,부산광역시,여성,20,해양수산,2
2025-05,부산광역시,여성,20,행정_안전,23
2025-05,부산광역시,여성,20,환경,7
2025-05,부산광역시,여성,30,경찰_검찰_법원,69
2025-05,부산광역시,여성,30,과학기술,14
2025-05,부산광역시,여성,30,관광,9
2025-05,부산광역시,여성,30,교육,33
2025-05,부산광역시,여성,30,교통,108
2025-05,부산광역시,여성,30,국방,5
2025-05,부산광역시,여성,30,기타,14
2025-05,부산광역시,여성,30,노동,42
2025-05,부산광역시,여성,30,농림_축산,4
2025-05,부산광역시,여성,30,도로,29
2025-05,부산광역시,여성,30,도시,18
2025-05,부산광역시,여성,30,문화,14
2025-05,부산광역시,여성,30,방송통신,17
2025-05,부산광역시,여성,30,보건,40
2025-05,부산광역시,여성,30,복지,17
2025-05,부산광역시,여성,30,산업_통상,40
2025-05,부산광역시,여성,30,세무,16
2025-05,부산광역시,여성,30,수자원,23
2025-05,부산광역시,여성,30,우정,3
2025-05,부산광역시,여성,30,재정,19
2025-05,부산광역시,여성,30,주택_건축,38
2025-05,부산광역시,여성,30,체육,6
2025-05,부산광역시,여성,30,해양수산,2
2025-05,부산광역시,여성,30,행정_안전,73
2025-05,부산광역시,여성,30,환경,46
2025-05,부산광역시,여성,40,경찰_검찰_법원,49
2025-05,부산광역시,여성,40,과학기술,19
2025-05,부산광역시,여성,40,관광,7
2025-05,부산광역시,여성,40,교육,64
2025-05,부산광역시,여성,40,교통,78
2025-05,부산광역시,여성,40,국방,7
2025-05,부산광역시,여성,40,기타,21
2025-05,부산광역시,여성,40,노동,21
2025-05,부산광역시,여성,40,농림_축산,8
2025-05,부산광역시,여성,40,도로,43
2025-05,부산광역시,여성,40,도시,14
2025-05,부산광역시,여성,40,문화,21
2025-05,부산광역시,여성,40,방송통신,10
2025-05,부산광역시,여성,40,보건,30
2025-05,부산광역시,여성,40,복지,17
2025-05,부산광역시,여성,40,산업_통상,35
2025-05,부산광역시,여성,40,세무,10
2025-05,부산광역시,여성,40,수자원,11
2025-05,부산광역시,여성,40,외무통일,1
2025-05,부산광역시,여성,40,우정,1
2025-05,부산광역시,여성,40,재정,23
2025-05,부산광역시,여성,40,주택_건축,46
2025-05,부산광역시,여성,40,체육,11
2025-05,부산광역시,여성,40,해양수산,5
2025-05,부산광역시,여성,40,행정_안전,55
2025-05,부산광역시,여성,40,환경,34
2025-05,부산광역시,여성,50,경찰_검찰_법원,336
2025-05,부산광역시,여성,50,과학기술,5
2025-05,부산광역시,여성,50,관광,10
2025-05,부산광역시,여성,50,교육,25
2025-05,부산광역시,여성,50,교통,54
2025-05,부산광역시,여성,50,국방,6
2025-05,부산광역시,여성,50,기타,15
2025-05,부산광역시,여성,50,노동,14
2025-05,부산광역시,여성,50,농림_축산,3
2025-05,부산광역시,여성,50,도로,26
2025-05,부산광역시,여성,50,도시,22
2025-05,부산광역시,여성,50,문화,18
2025-05,부산광역시,여성,50,방송통신,7
2025-05,부산광역시,여성,50,보건,23
2025-05,부산광역시,여성,50,복지,5
2025-05,부산광역시,여성,50,산업_통상,17
2025-05,부산광역시,여성,50,세무,6
2025-05,부산광역시,여성,50,수자원,11
2025-05,부산광역시,여성,50,외무통일,4
2025-05,부산광역시,여성,50,우정,5
2025-05,부산광역시,여성,50,재정,19
2025-05,부산광역시,여성,50,주택_건축,214
2025-05,부산광역시,여성,50,체육,13
2025-05,부산광역시,여성,50,해양수산,16
2025-05,부산광역시,여성,50,행정_안전,62
2025-05,부산광역시,여성,50,환경,13
2025-05,부산광역시,여성,60,경찰_검찰_법원,381
2025-05,부산광역시,여성,60,관광,10
2025-05,부산광역시,여성,60,교육,4
2025-05,부산광역시,여성,60,교통,10
2025-05,부산광역시,여성,60,국방,1
2025-05,부산광역시,여성,60,기타,6
2025-05,부산광역시,여성,60,도로,8
2025-05,부산광역시,여성,60,도시,12
2025-05,부산광역시,여성,60,문화,14
2025-05,부산광역시,여성,60,방송통신,52
2025-05,부산광역시,여성,60,보건,6
2025-05,부산광역시,여성,60,복지,2
2025-05,부산광역시,여성,60,산업_통상,2
2025-05,부산광역시,여성,60,세무,4
2025-05,부산광역시,여성,60,외무통일,1
2025-05,부산광역시,여성,60,재정,4
2025-05,부산광역시,여성,60,주택_건축,152
2025-05,부산광역시,여성,60,해양수산,86
2025-05,부산광역시,여성,60,행정_안전,335
2025-05,부산광역시,여성,60,환경,5
2025-05,부산광역시,여성,70,경찰_검찰_법원,68
2025-05,부산광역시,여성,70,교육,2
2025-05,부산광역시,여성,70,교통,1
2025-05,부산광역시,여성,70,기타,2
2025-05,부산광역시,여성,70,도로,4
2025-05,부산광역시,여성,70,도시,1
2025-05,부산광역시,여성,70,산업_통상,1
2025-05,부산광역시,여성,70,세무,1
2025-05,부산광역시,여성,70,주택_건축,34
2025-05,부산광역시,여성,70,체육,1
2025-05,부산광역시,여성,70,행정_안전,5
2025-05,부산광역시,여성,80,경찰_검찰_법원,2
2025-05,부산광역시,여성,80,교통,1
2025-05,부산광역시,여성,80,도로,2
2025-05,부산광역시,여성,80,산업_통상,2
2025-05,부산광역시,여성,80,해양수산,2
2025-05,서울특별시,남성,10,경찰_검찰_법원,13
2025-05,서울특별시,남성,10,과학기술,2
2025-05,서울특별시,남성,10,관광,3
2025-05,서울특별시,남성,10,교육,37
2025-05,서울특별시,남성,10,교통,19
2025-05,서울특별시,남성,10,국방,9
2025-05,서울특별시,남성,10,기타,5
2025-05,서울특별시,남성,10,노동,2
2025-05,서울특별시,남성,10,농림_축산,1
2025-05,서울특별시,남성,10,도로,3
2025-05,서울특별시,남성,10,도시,1
2025-05,서울특별시,남성,10,문화,2
2025-05,서울특별시,남성,10,방송통신,3
2025-05,서울특별시,남성,10,보건,4
2025-05,서울특별시,남성,10,산업_통상,5
2025-05,서울특별시,남성,10,세무,1
2025-05,서울특별시,남성,10,수자원,1
2025-05,서울특별시,남성,10,외무통일,2
2025-05,서울특별시,남성,10,재정,2
2025-05,서울특별시,남성,10,주택_건축,3
2025-05,서울특별시,남성,10,체육,2
2025-05,서울특별시,남성,10,행정_안전,7
2025-05,서울특별시,남성,10,환경,2
2025-05,서울특별시,남성,20,경찰_검찰_법원,178
2025-05,서울특별시,남성,20,과학기술,37
2025-05,서울특별시,남성,20,관광,11
2025-05,서울특별시,남성,20,교육,76
2025-05,서울특별시,남성,20,교통,264
2025-05,서울특별시,남성,20,국방,163
2025-05,서울특별시,남성,20,기타,49
2025-05,서울특별시,남성,20,노동,90
2025-05,서울특별시,남성,20,농림_축산,14
2025-05,서울특별시,남성,20,도로,59
2025-05,서울특별시,남성,20,도시,9
2025-05,서울특별시,남성,20,문화,84
2025-05,서울특별시,남성,20,방송통신,59
2025-05,서울특별시,남성,20,보건,127
2025-05,서울특별시,남성,20,복지,31
2025-05,서울특별시,남성,20,산업_통상,180
2025-05,서울특별시,남성,20,세무,51
2025-05,서울특별시,남성,20,수자원,21
2025-05,서울특별시,남성,20,외무통일,22
2025-05,서울특별시,남성,20,우정,9
2025-05,서울특별시,남성,20,재정,41
2025-05,서울특별시,남성,20,주택_건축,42
2025-05,서울특별시,남성,20,체육,25
2025-05,서울특별시,남성,20,해양수산,10
2025-05,서울특별시,남성,20,행정_안전,152
2025-05,서울특별시,남성,20,환경,104
2025-05,서울특별시,남성,30,경찰_검찰_법원,521
2025-05,서울특별시,남성,30,과학기술,171
2025-05,서울특별시,남성,30,관광,33
2025-05,서울특별시,남성,30,교육,74
2025-05,서울특별시,남성,30,교통,560
2025-05,서울특별시,남성,30,국방,111
2025-05,서울특별시,남성,30,기타,148
2025-05,서울특별시,남성,30,노동,239
2025-05,서울특별시,남성,30,농림_축산,33
2025-05,서울특별시,남성,30,도로,169
2025-05,서울특별시,남성,30,도시,34
2025-05,서울특별시,남성,30,문화,233
2025-05,서울특별시,남성,30,방송통신,256
2025-05,서울특별시,남성,30,보건,390
2025-05,서울특별시,남성,30,복지,59
2025-05,서울특별시,남성,30,산업_통상,438
2025-05,서울특별시,남성,30,세무,117
2025-05,서울특별시,남성,30,수자원,58
2025-05,서울특별시,남성,30,외무통일,32
2025-05,서울특별시,남성,30,우정,14
2025-05,서울특별시,남성,30,재정,135
2025-05,서울특별시,남성,30,주택_건축,291
2025-05,서울특별시,남성,30,체육,20
2025-05,서울특별시,남성,30,해양수산,36
2025-05,서울특별시,남성,30,행정_안전,440
